COUNTY,K_count_1990,K_count_1991,K_count_1992,K_count_1993,K_count_1994,K_count_1995,K_count_1996,K_count_1997,K_count_1998,K_count_1999,K_count_2000,K_count_2001,K_count_2002,K_count_2003,K_count_2004,K_count_2005,K_count_2006,K_count_2007,K_count_2008,K_count_2009,K_count_2010,K_count_2011,K_count_2012,K_count_2013,K_count_2014,K_count_2015,K_count_2016,K_count_2017,K_count_2018,K_count_2019,K_med1990,K_med1991,K_med1992,K_med1993,K_med1994,K_med1995,K_med1996,K_med1997,K_med1998,K_med1999,K_med2000,K_med2001,K_med2002,K_med2003,K_med2004,K_med2005,K_med2006,K_med2007,K_med2008,K_med2009,K_med2010,K_med2011,K_med2012,K_med2013,K_med2014,K_med2015,K_med2016,K_med2017,K_med2018,K_med2019,P_count_1990,P_count_1991,P_count_1992,P_count_1993,P_count_1994,P_count_1995,P_count_1996,P_count_1997,P_count_1998,P_count_1999,P_count_2000,P_count_2001,P_count_2002,P_count_2003,P_count_2004,P_count_2005,P_count_2006,P_count_2007,P_count_2008,P_count_2009,P_count_2010,P_count_2011,P_count_2012,P_count_2013,P_count_2014,P_count_2015,P_count_2016,P_count_2017,P_count_2018,P_count_2019,P_med1990,P_med1991,P_med1992,P_med1993,P_med1994,P_med1995,P_med1996,P_med1997,P_med1998,P_med1999,P_med2000,P_med2001,P_med2002,P_med2003,P_med2004,P_med2005,P_med2006,P_med2007,P_med2008,P_med2009,P_med2010,P_med2011,P_med2012,P_med2013,P_med2014,P_med2015,P_med2016,P_med2017,P_med2018,P_med2019,0
KNOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LARUE,1,2,0,0,0,1,3,0,0,2,5,4,10,4,0,2,5,5,2,5,1,3,3,2,8,8,1,2,0,2,358,480,0,0,0,414,157,0,0,302,196,232,300,190,0,160,167,189,181,148,108,141,148,132,152,276,106,154,0,194,1,2,0,0,0,1,3,0,0,2,5,4,10,4,0,2,5,5,2,5,1,3,3,2,8,8,1,2,0,2,72,390,0,0,0,69,13,0,0,99,42,56,78,45,0,12,77,11,36,164,24,28,38,58,66,46,39,44,0,58,0
LAUREL,0,1,0,0,0,1,3,1,1,0,0,55,1,3,0,3,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,121,0,0,0,376,221,103,502,0,0,111,205,173,0,226,0,0,424,292,0,0,0,0,0,0,0,0,83,274,0,1,0,0,0,1,3,1,1,0,0,55,1,3,0,3,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,124,0,0,0,132,29,22,38,0,0,14,53,9,0,41,0,0,44,159,0,0,0,0,0,0,0,0,47,21,0
LAWRENCE,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,219,0,183,241,0,116,0,121,0,144,0,152,256,0,0,0,0,0,0,0,110,0,0,0,0,69,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,88,0,62,23,0,64,0,67,0,68,0,52,4,0,0,0,0,0,0,0,16,0,0,0,0,8,0
LEE,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,146,0,192,177,221,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,0,31,12,10,0,0,0,301,0,0,0,0,0,0,0,0,0,0
LEWIS,0,1,0,0,1,0,0,2,0,0,0,0,1,3,0,0,0,2,4,3,5,2,0,0,0,0,2,0,1,1,0,224,0,0,167,0,0,352,0,0,0,0,142,295,0,0,0,341,362,352,223,261,0,0,0,0,304,0,347,244,0,1,0,0,1,0,0,2,0,0,0,0,1,3,0,0,0,2,4,3,5,2,0,0,0,0,2,0,1,1,0,10,0,0,26,0,0,6,0,0,0,0,127,191,0,0,0,50,56,68,50,19,0,0,0,0,174,0,5,5,0
LINCOLN,2,0,1,5,0,6,7,3,5,5,5,4,4,3,4,2,10,7,11,6,5,2,15,22,13,16,21,7,7,31,328,0,216,188,0,178,268,249,336,200,173,325,420,219,318,385,238,284,248,218,458,218,224,194,146,204,210,143,208,195,2,0,1,5,0,6,7,3,5,5,5,4,4,3,4,2,10,7,11,6,5,2,15,22,13,16,21,7,7,31,68,0,16,12,0,60,76,120,156,26,77,42,40,111,180,107,124,69,102,74,187,60,58,68,44,89,80,136,49,77,0
LESLIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIVINGSTON,1,0,4,0,1,1,1,0,2,15,3,15,13,1,2,3,1,0,0,6,5,9,15,11,6,4,3,4,11,18,501,0,283,0,204,239,245,0,216,203,291,284,125,110,166,107,266,0,0,241,136,116,130,178,140,144,178,145,203,260,1,0,4,0,1,1,1,0,2,15,3,15,13,1,2,3,1,0,0,6,5,9,15,11,6,4,3,4,11,18,127,0,84,0,96,3,30,0,36,14,98,166,43,15,24,40,61,0,0,34,21,14,48,18,28,48,22,18,107,61,0
LETCHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOGAN,2,1,0,1,0,0,0,1,0,21,34,3,2,17,3,3,5,1,2,0,1,0,5,0,0,3,0,0,0,1,236,472,0,308,0,0,0,412,0,266,302,168,240,156,209,200,267,241,304,0,425,0,360,0,0,253,0,0,0,140,2,1,0,1,0,0,0,1,0,21,34,3,2,17,3,3,5,1,2,0,1,0,5,0,0,3,0,0,0,1,85,57,0,13,0,0,0,201,0,61,54,61,106,17,31,13,55,269,144,0,21,0,115,0,0,60,0,0,0,25,0
LYON,1,0,1,0,0,0,0,3,3,12,13,9,2,1,0,0,0,1,0,0,0,0,0,3,2,1,4,0,1,2,176,0,201,0,0,0,0,195,199,227,220,273,210,159,0,0,0,138,0,0,0,0,0,120,164,319,123,0,274,180,1,0,1,0,0,0,0,3,3,12,13,9,2,1,0,0,0,1,0,0,0,0,0,3,2,1,4,0,1,2,61,0,48,0,0,0,0,16,14,10,10,18,116,76,0,0,0,14,0,0,0,0,0,7,20,50,18,0,20,6,0
MADISON,0,0,0,0,2,1,2,0,1,2,2,1,7,0,3,0,3,0,6,6,32,0,6,5,3,1,1,1,10,1,0,0,0,0,584,238,340,0,206,300,170,492,318,0,286,0,295,0,324,336,284,0,181,268,274,118,200,247,158,136,0,0,0,0,2,1,2,0,1,2,2,1,7,0,3,0,3,0,6,6,32,0,6,5,3,1,1,1,10,1,0,0,0,0,15,26,294,0,18,80,73,294,20,0,53,0,56,0,66,132,100,0,47,121,60,18,21,365,28,86,0
MAGOFFIN,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,198,0,0,0,0,283,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,50,0,0,0,0,0,0,121,0,0,0,0,0
MARION,0,0,2,1,4,1,0,0,3,5,0,30,4,10,1,7,0,12,6,2,4,1,1,1,2,3,2,2,0,0,0,0,238,249,270,298,0,0,315,302,0,244,374,306,86,304,0,250,258,227,217,217,180,294,188,242,256,329,0,0,0,0,2,1,4,1,0,0,3,5,0,30,4,10,1,7,0,12,6,2,4,1,1,1,2,3,2,2,0,0,0,0,78,186,20,17,0,0,144,14,0,44,42,70,17,67,0,56,40,82,40,43,14,68,34,116,54,67,0,0,0
MARSHALL,0,2,1,1,4,2,1,0,0,1,11,2,4,4,15,9,4,10,5,4,12,1,2,4,3,1,8,13,9,7,0,206,155,245,228,236,105,0,0,259,257,286,335,144,191,203,164,171,142,192,116,123,135,136,140,67,154,127,151,230,0,2,1,1,4,2,1,0,0,1,11,2,4,4,15,9,4,10,5,4,12,1,2,4,3,1,8,13,9,7,0,84,27,57,68,38,36,0,0,10,43,128,94,42,24,24,16,45,51,64,20,47,26,92,39,26,73,28,40,25,0
MARTIN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0
MASON,0,0,3,0,0,2,1,4,0,0,0,0,0,0,1,11,7,1,3,1,2,2,3,1,0,0,7,2,0,3,0,0,211,0,0,144,338,208,0,0,0,0,0,0,107,264,255,566,180,274,246,171,282,321,0,0,379,243,0,125,0,0,3,0,0,2,1,4,0,0,0,0,0,0,1,11,7,1,3,1,2,2,3,1,0,0,7,2,0,3,0,0,78,0,0,35,145,100,0,0,0,0,0,0,27,49,137,68,94,62,74,102,63,194,0,0,115,76,0,47,0
MCCRACKEN,0,0,0,0,0,4,0,0,3,3,10,5,2,7,2,11,17,9,6,3,3,7,8,1,4,3,1,2,1,0,0,0,0,0,0,185,0,0,296,396,252,217,406,216,510,358,368,198,141,136,189,308,192,105,408,150,236,508,173,0,0,0,0,0,0,4,0,0,3,3,10,5,2,7,2,11,17,9,6,3,3,7,8,1,4,3,1,2,1,0,0,0,0,0,0,55,0,0,53,13,65,55,30,12,308,97,397,41,67,43,59,328,38,11,478,13,31,103,11,0,0
MCCREARY,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCLEAN,0,0,0,0,0,8,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,0,0,501,0,341,0,0,0,0,269,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,0,0,201,0,103,0,0,0,0,65,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0
MEADE,3,4,3,6,7,4,6,6,3,10,15,4,7,9,2,4,6,7,6,1,6,10,4,3,7,3,9,3,1,5,143,300,322,224,239,234,288,176,192,293,206,180,243,238,330,250,208,235,144,213,220,222,187,352,180,214,100,318,561,271,3,4,3,6,7,4,6,6,3,10,15,4,7,9,2,4,6,7,6,1,6,10,4,3,7,3,9,3,1,5,22,24,87,60,79,59,18,17,12,44,35,66,52,27,184,30,20,51,42,96,40,37,48,94,25,50,67,34,158,52,0
MENIFEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,192,0,0,141,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,21,0,0,81,0,0,0,15,0,0,0,0,0
MERCER,1,0,0,0,2,3,4,3,4,3,4,6,0,1,3,2,1,5,3,2,6,0,0,4,7,6,6,6,3,9,318,0,0,0,382,265,237,280,244,362,288,322,0,32,302,117,198,302,167,239,218,0,0,202,247,168,354,196,183,158,1,0,0,0,2,3,4,3,4,3,4,6,0,1,3,2,1,5,3,2,6,0,0,4,7,6,6,6,3,9,41,0,0,0,362,301,71,165,42,22,120,30,0,5,100,184,312,111,104,117,200,0,0,107,84,262,180,256,121,53,0
METCALFE,0,1,4,4,1,2,1,0,0,1,0,1,5,1,2,1,4,1,7,0,0,1,0,0,0,7,0,1,0,3,0,374,414,306,159,236,359,0,0,350,0,180,308,235,116,149,134,150,161,0,0,206,0,0,0,162,0,106,0,367,0,1,4,4,1,2,1,0,0,1,0,1,5,1,2,1,4,1,7,0,0,1,0,0,0,7,0,1,0,3,0,49,96,82,59,30,162,0,0,201,0,19,47,12,26,43,56,59,14,0,0,4,0,0,0,51,0,44,0,201,0
MONROE,2,0,1,0,0,1,0,0,0,2,1,12,9,14,12,20,27,4,7,10,6,3,5,8,3,1,1,4,0,3,390,0,135,0,0,263,0,0,0,218,140,288,234,204,290,238,182,246,240,258,236,228,190,196,167,97,297,126,0,115,2,0,1,0,0,1,0,0,0,2,1,12,9,14,12,20,27,4,7,10,6,3,5,8,3,1,1,4,0,3,42,0,21,0,0,30,0,0,0,54,14,50,46,111,64,76,53,102,154,136,77,34,65,96,201,42,134,66,0,47,0
MONTGOMERY,0,1,2,0,0,0,1,0,0,0,2,1,6,0,0,0,3,0,0,1,3,2,0,0,0,1,3,0,2,4,0,133,238,0,0,0,164,0,0,0,329,227,220,0,0,0,279,0,0,366,254,186,0,0,0,242,178,0,205,165,0,1,2,0,0,0,1,0,0,0,2,1,6,0,0,0,3,0,0,1,3,2,0,0,0,1,3,0,2,4,0,12,50,0,0,0,17,0,0,0,80,32,24,0,0,0,40,0,0,164,164,180,0,0,0,70,72,0,80,59,0
MORGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,5,0,0,2,2,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,145,0,183,0,0,299,0,0,1422,126,80,104,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,5,0,0,2,2,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,10,0,0,27,0,0,814,68,55,116,0,19,0
MUHLENBERG,0,1,1,0,0,3,1,0,1,3,6,6,0,0,4,0,3,2,0,1,0,3,2,1,4,3,11,2,12,0,0,396,282,0,0,314,197,0,271,173,190,260,0,0,312,0,249,177,0,167,0,172,104,171,154,138,270,270,226,0,0,1,1,0,0,3,1,0,1,3,6,6,0,0,4,0,3,2,0,1,0,3,2,1,4,3,11,2,12,0,0,18,15,0,0,76,43,0,89,33,47,84,0,0,38,0,27,14,0,27,0,11,9,11,18,16,21,22,24,0,0
NELSON,2,6,2,8,2,3,5,1,2,5,9,41,43,16,8,3,4,9,9,10,4,5,1,8,10,1,0,3,4,3,440,375,344,216,266,321,407,309,244,307,373,214,270,299,205,171,160,312,279,219,173,394,374,266,176,258,0,210,172,222,2,6,2,8,2,3,5,1,2,5,9,41,43,16,8,3,4,9,9,10,4,5,1,8,10,1,0,3,4,3,107,118,52,16,108,201,43,78,18,62,64,55,60,40,109,24,36,89,74,24,80,134,88,58,64,65,0,68,40,30,0
NICHOLAS,2,0,0,2,0,0,3,0,0,0,0,4,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,195,0,0,222,0,0,344,0,0,0,0,304,220,0,0,0,0,0,373,255,260,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,4,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,216,0,0,44,0,0,33,0,0,0,0,51,24,0,0,0,0,0,59,12,38,0,0,0,0,0,0,0,0,0,0
OHIO,2,2,1,0,0,0,0,0,1,4,1,1,3,12,5,3,2,0,4,1,0,1,2,0,6,1,1,3,2,1,195,158,127,0,0,0,0,0,255,388,348,350,271,210,167,174,334,0,236,148,0,146,252,0,121,110,166,147,242,116,2,2,1,0,0,0,0,0,1,4,1,1,3,12,5,3,2,0,4,1,0,1,2,0,6,1,1,3,2,1,44,18,49,0,0,0,0,0,29,18,80,29,51,35,35,37,90,0,65,108,0,41,140,0,56,16,23,27,44,13,0
OLDHAM,1,1,1,4,0,0,0,0,1,3,1,4,0,1,0,1,0,6,3,2,0,0,0,1,2,3,1,1,0,1,487,183,387,400,0,0,0,0,302,256,186,330,0,442,0,154,0,204,246,248,0,0,0,256,207,219,150,181,0,513,1,1,1,4,0,0,0,0,1,3,1,4,0,1,0,1,0,6,3,2,0,0,0,1,2,3,1,1,0,1,38,1,25,171,0,0,0,0,93,21,9,14,0,111,0,13,0,35,29,56,0,0,0,20,6,67,36,20,0,256,0
OWEN,0,1,2,2,1,10,0,0,1,1,4,6,17,12,10,17,1,3,11,3,3,1,2,0,2,2,4,0,1,4,0,228,310,460,204,358,0,0,321,332,324,294,331,324,330,316,398,347,386,277,331,238,358,0,280,716,310,0,401,352,0,1,2,2,1,10,0,0,1,1,4,6,17,12,10,17,1,3,11,3,3,1,2,0,2,2,4,0,1,4,0,72,66,130,33,24,0,0,29,33,76,33,49,30,54,100,127,73,102,115,108,51,108,0,68,296,86,0,25,111,0
OWSLEY,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,190,327,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,16,24,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
PENDLETON,1,0,1,0,0,0,0,3,0,0,3,0,5,0,0,1,1,1,1,0,0,8,11,1,8,6,2,2,0,6,276,0,325,0,0,0,0,221,0,0,263,0,139,0,0,526,377,1621,336,0,0,236,252,165,254,230,1110,232,0,446,1,0,1,0,0,0,0,3,0,0,3,0,5,0,0,1,1,1,1,0,0,8,11,1,8,6,2,2,0,6,14,0,120,0,0,0,0,28,0,0,223,0,37,0,0,343,20,627,85,0,0,9,13,179,11,118,386,113,0,180,0
PERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,146,0,430,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,0,18,40,0,0,0,0,0,0,0,0,0,0
PIKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,24,0,0
POWELL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
PULASKI,0,0,1,2,2,0,0,1,1,2,0,3,8,0,2,1,2,1,0,3,1,1,7,1,3,0,9,5,8,3,0,0,316,188,212,0,0,207,134,271,0,142,235,0,304,53,242,193,0,140,135,119,186,276,125,0,187,84,197,68,0,0,1,2,2,0,0,1,1,2,0,3,8,0,2,1,2,1,0,3,1,1,7,1,3,0,9,5,8,3,0,0,102,6,24,0,0,150,34,41,0,35,34,0,64,23,61,214,0,51,42,57,73,60,86,0,41,12,90,24,0
ROBERTSON,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,2,1,0,0,0,1,14,0,0,3,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,306,0,308,272,0,292,301,0,0,0,280,312,0,0,464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,2,1,0,0,0,1,14,0,0,3,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,15,0,15,32,0,80,46,0,0,0,179,167,0,0,204,0
ROCKCASTLE,0,2,4,0,4,0,0,2,6,2,0,0,0,1,0,3,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,297,156,0,142,0,0,124,247,222,0,0,0,244,0,208,0,0,0,175,80,111,0,0,0,0,0,112,0,0,0,2,4,0,4,0,0,2,6,2,0,0,0,1,0,3,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,17,110,0,30,0,0,14,20,28,0,0,0,3,0,19,0,0,0,49,47,104,0,0,0,0,0,7,0,0,0
ROWAN,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,454,0,0,295,0,0,150,0,450,569,358,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,89,0,0,142,0,0,49,0,332,397,270,0,0,146,0,0,0,0,0,0,0
RUSSELL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,1,0,0,0,1,0,3,0,0,168,209,0,0,0,0,0,0,0,0,0,0,0,0,155,215,224,501,0,0,0,81,0,0,0,343,0,155,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,1,0,0,0,1,0,3,0,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,9,36,77,242,0,0,0,81,0,0,0,236,0,90,0
SCOTT,0,0,3,2,1,3,2,1,0,0,0,0,2,5,2,27,0,0,0,2,2,0,1,1,0,1,3,0,4,3,0,0,228,236,189,161,340,180,0,0,0,0,370,647,492,600,0,0,0,393,343,0,406,247,0,239,231,0,252,153,0,0,3,2,1,3,2,1,0,0,0,0,2,5,2,27,0,0,0,2,2,0,1,1,0,1,3,0,4,3,0,0,255,294,225,236,458,132,0,0,0,0,28,447,182,187,0,0,0,31,358,0,554,242,0,141,101,0,89,167,0
SHELBY,1,3,0,4,11,6,2,6,2,6,16,16,16,15,10,7,0,35,4,45,15,13,12,7,24,6,3,2,2,4,167,134,0,241,282,253,203,183,196,236,266,390,346,189,204,282,0,299,178,239,387,256,322,258,236,307,203,882,214,328,1,3,0,4,11,6,2,6,2,6,16,16,16,15,10,7,0,35,4,45,15,13,12,7,24,6,3,2,2,4,22,54,0,34,133,62,55,44,62,27,356,156,181,37,70,68,0,54,76,158,363,164,77,49,72,122,77,355,105,61,0
SIMPSON,0,2,0,0,1,1,0,0,1,0,0,1,1,0,1,3,0,1,7,1,0,0,0,0,1,0,0,0,1,0,0,293,0,0,371,322,0,0,464,0,0,174,203,0,232,365,0,644,305,719,0,0,0,0,254,0,0,0,149,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,1,3,0,1,7,1,0,0,0,0,1,0,0,0,1,0,0,77,0,0,49,46,0,0,65,0,0,31,45,0,41,59,0,222,218,273,0,0,0,0,32,0,0,0,88,0,0
SPENCER,0,0,0,0,0,0,0,0,3,0,1,0,0,3,2,1,2,0,0,0,2,1,0,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,561,0,141,0,0,165,338,425,170,0,0,0,428,427,0,241,258,188,0,238,0,213,0,0,0,0,0,0,0,0,3,0,1,0,0,3,2,1,2,0,0,0,2,1,0,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,220,0,46,0,0,31,152,161,85,0,0,0,208,276,0,44,195,16,0,163,0,87,0
TAYLOR,1,2,0,1,2,3,0,0,7,7,0,12,16,0,0,3,1,1,3,4,1,0,1,0,0,1,0,1,0,0,188,473,0,125,332,295,0,0,227,142,0,303,259,0,0,361,333,506,259,422,171,0,249,0,0,347,0,276,0,0,1,2,0,1,2,3,0,0,7,7,0,12,16,0,0,3,1,1,3,4,1,0,1,0,0,1,0,1,0,0,13,80,0,29,14,83,0,0,37,13,0,71,46,0,0,50,40,25,29,75,11,0,49,0,0,255,0,29,0,0,0
TODD,0,0,1,0,1,1,0,0,3,1,15,13,3,1,9,1,2,5,3,5,3,3,0,3,1,1,0,3,0,0,0,0,286,0,307,410,0,0,111,112,366,181,296,125,215,220,86,313,284,221,191,182,0,152,249,171,0,281,0,0,0,0,1,0,1,1,0,0,3,1,15,13,3,1,9,1,2,5,3,5,3,3,0,3,1,1,0,3,0,0,0,0,73,0,52,73,0,0,16,101,106,32,160,20,43,10,26,44,68,61,37,52,0,45,42,91,0,97,0,0,0
TRIGG,1,1,1,4,1,3,1,0,3,4,1,0,0,4,9,6,5,1,2,3,27,4,3,5,1,1,2,0,2,1,501,363,501,206,178,354,328,0,153,382,234,0,0,150,145,200,161,255,235,357,271,268,255,258,715,218,70,0,144,284,1,1,1,4,1,3,1,0,3,4,1,0,0,4,9,6,5,1,2,3,27,4,3,5,1,1,2,0,2,1,201,53,201,38,65,40,16,0,12,27,64,0,0,6,27,9,6,13,120,40,38,58,57,14,449,44,33,0,8,54,0
TRIMBLE,1,0,2,0,0,2,0,0,0,0,0,3,0,1,1,4,1,5,1,2,0,0,1,0,0,0,0,2,0,6,142,0,207,0,0,258,0,0,0,0,0,382,0,294,391,329,141,169,381,169,0,0,209,0,0,0,0,232,0,189,1,0,2,0,0,2,0,0,0,0,0,3,0,1,1,4,1,5,1,2,0,0,1,0,0,0,0,2,0,6,125,0,305,0,0,68,0,0,0,0,0,25,0,124,163,143,53,17,386,65,0,0,250,0,0,0,0,144,0,49,0
UNION,0,1,6,4,2,3,2,7,14,5,20,26,15,26,17,35,29,10,15,7,3,0,0,0,0,0,1,15,2,0,0,174,220,316,183,228,298,240,204,296,318,270,319,275,283,306,243,266,200,164,243,0,0,0,0,0,112,180,350,0,0,1,6,4,2,3,2,7,14,5,20,26,15,26,17,35,29,10,15,7,3,0,0,0,0,0,1,15,2,0,0,68,54,58,40,111,30,52,24,87,75,63,85,118,64,91,76,77,39,23,75,0,0,0,0,0,27,36,96,0,0
